ID_REF	VALUE
ENSG00000222588_st	0.68
ENSG00000222588_x_st	0.45
ENSG00000222604_st	1.26
ENSG00000222666_st	0.06
ENSG00000222687_st	0.45
ENSG00000222937_st	0.47
ENSG00000222966_st	0.95
ENSG00000223004_st	1.34
ENSG00000223027_st	1.30
ENSG00000223111_s_st	0.95
ENSG00000223182_s_st	1.24
ENSG00000223294_st	0.60
ENSG00000238294_st	1.38
ENSG00000238294_x_st	0.33
ENSG00000238295_x_st	0.50
ENSG00000238296_st	0.87
ENSG00000238296_x_st	0.98
ENSG00000238297_st	0.75
ENSG00000238298_st	0.68
ENSG00000238298_x_st	0.95
ENSG00000238301_x_st	1.01
ENSG00000238305_st	0.50
ENSG00000238305_x_st	1.66
ENSG00000238306_x_st	0.19
ENSG00000238309_st	0.32
ENSG00000238309_x_st	0.86
ENSG00000238311_x_st	0.82
ENSG00000238312_st	0.47
ENSG00000238312_x_st	0.69
ENSG00000238313_st	0.63
ENSG00000238313_x_st	0.99
ENSG00000238314_st	0.53
ENSG00000238314_x_st	0.49
ENSG00000238316_st	0.36
ENSG00000238316_x_st	0.73
ENSG00000238318_st	0.57
ENSG00000238319_st	1.02
ENSG00000238319_x_st	1.00
ENSG00000238321_x_st	2.94
ENSG00000238322_x_st	0.65
ENSG00000238325_st	1.95
ENSG00000238325_x_st	0.90
ENSG00000238326_x_st	0.33
ENSG00000238327_st	0.58
ENSG00000238327_x_st	0.83
ENSG00000238328_st	0.61
ENSG00000238328_x_st	0.75
ENSG00000238329_x_st	0.45
ENSG00000238330_x_st	0.73
ENSG00000238334_st	1.14
ENSG00000238334_x_st	0.38
ENSG00000238336_st	1.08
ENSG00000238336_x_st	1.32
ENSG00000238337_st	1.14
ENSG00000238337_x_st	0.95
ENSG00000238339_st	0.78
ENSG00000238339_x_st	0.43
ENSG00000238341_st	1.03
ENSG00000238341_x_st	0.64
ENSG00000238342_st	0.52
ENSG00000238342_x_st	0.42
ENSG00000238343_st	2.89
ENSG00000238343_x_st	2.32
ENSG00000238345_st	0.56
ENSG00000238345_x_st	0.76
ENSG00000238348_st	0.61
ENSG00000238348_x_st	0.55
ENSG00000238349_st	0.82
ENSG00000238350_st	0.95
ENSG00000238351_st	1.09
ENSG00000238351_x_st	0.82
ENSG00000238352_x_st	0.33
ENSG00000238354_st	0.89
ENSG00000238355_st	0.35
ENSG00000238355_x_st	1.09
ENSG00000238359_x_st	0.32
ENSG00000238361_x_st	0.49
ENSG00000238368_st	1.40
ENSG00000238368_x_st	2.91
ENSG00000238369_st	0.47
ENSG00000238369_x_st	0.48
ENSG00000238371_st	0.67
ENSG00000238372_x_st	0.68
ENSG00000238375_st	0.57
ENSG00000238375_x_st	0.43
ENSG00000238376_st	0.95
ENSG00000238377_st	1.19
ENSG00000238377_x_st	0.46
ENSG00000238383_st	0.94
ENSG00000238383_x_st	0.71
ENSG00000238384_x_st	2.78
ENSG00000238387_x_st	0.70
ENSG00000238388_st	6.80
ENSG00000238388_x_st	2.28
ENSG00000238389_st	0.59
ENSG00000238389_x_st	0.40
ENSG00000238390_st	1.71
ENSG00000238394_st	0.82
ENSG00000238395_st	0.57
ENSG00000238395_x_st	0.66
ENSG00000238398_st	1.50
ENSG00000238400_x_st	0.85
ENSG00000238401_st	0.32
ENSG00000238402_st	0.67
ENSG00000238403_st	0.75
ENSG00000238407_x_st	0.76
ENSG00000238408_st	0.57
ENSG00000238408_x_st	0.50
ENSG00000238409_st	0.78
ENSG00000238410_st	0.47
ENSG00000238414_x_st	4.44
ENSG00000238416_x_st	1.34
ENSG00000238418_st	0.27
ENSG00000238418_x_st	0.33
ENSG00000238422_x_st	2.81
ENSG00000238425_x_st	0.61
ENSG00000238428_st	0.43
ENSG00000238428_x_st	0.25
ENSG00000238430_st	1.25
ENSG00000238430_x_st	0.61
ENSG00000238433_st	3.15
ENSG00000238433_x_st	1.67
ENSG00000238436_st	0.50
ENSG00000238436_x_st	0.82
ENSG00000238437_st	0.61
ENSG00000238437_x_st	1.29
ENSG00000238438_x_st	1.08
ENSG00000238440_x_st	0.85
ENSG00000238445_st	1.15
ENSG00000238445_x_st	1.26
ENSG00000238450_st	0.88
ENSG00000238450_x_st	0.72
ENSG00000238451_x_st	0.36
ENSG00000238453_st	0.92
ENSG00000238455_st	0.51
ENSG00000238455_x_st	0.64
ENSG00000238458_st	1.08
ENSG00000238459_x_st	0.68
ENSG00000238461_x_st	0.32
ENSG00000238462_st	0.41
ENSG00000238462_x_st	1.13
ENSG00000238463_st	0.33
ENSG00000238464_st	2.31
ENSG00000238464_x_st	0.47
ENSG00000238465_st	0.55
ENSG00000238466_st	1.36
ENSG00000238472_x_st	0.28
ENSG00000238473_x_st	0.65
ENSG00000238474_x_st	0.64
ENSG00000238475_st	0.71
ENSG00000238475_x_st	0.47
ENSG00000238480_x_st	0.58
ENSG00000238481_st	0.42
ENSG00000238481_x_st	0.61
ENSG00000238483_st	1.72
ENSG00000238483_x_st	0.95
ENSG00000238484_st	0.63
ENSG00000238485_x_st	0.45
ENSG00000238486_st	0.53
ENSG00000238486_x_st	0.62
ENSG00000238488_st	0.50
ENSG00000238488_x_st	0.78
ENSG00000238491_st	0.73
ENSG00000238491_x_st	0.83
ENSG00000238492_x_st	0.59
ENSG00000238494_x_st	0.93
ENSG00000238496_x_st	0.92
ENSG00000238498_x_st	4.34
ENSG00000238501_st	1.05
ENSG00000238501_x_st	0.33
ENSG00000238502_st	0.64
ENSG00000238502_x_st	0.96
ENSG00000238503_st	0.61
ENSG00000238503_x_st	0.77
ENSG00000238506_st	0.52
ENSG00000238506_x_st	0.44
ENSG00000238507_st	0.40
ENSG00000238507_x_st	0.60
ENSG00000238511_x_st	0.54
ENSG00000238513_st	0.79
ENSG00000238514_st	1.04
ENSG00000238514_x_st	1.32
ENSG00000238515_x_st	0.55
ENSG00000238519_s_st	1.15
ENSG00000238520_st	1.52
ENSG00000238520_x_st	0.70
ENSG00000238521_st	0.47
ENSG00000238521_x_st	1.15
ENSG00000238522_x_st	0.31
ENSG00000238525_st	0.39
ENSG00000238525_x_st	0.41
ENSG00000238526_st	0.51
ENSG00000238526_x_st	0.66
ENSG00000238528_st	0.64
ENSG00000238528_x_st	0.83
ENSG00000238530_st	0.74
ENSG00000238530_x_st	0.88
ENSG00000238533_st	0.58
ENSG00000238533_x_st	0.50
ENSG00000238535_x_st	0.50
ENSG00000238536_x_st	0.44
ENSG00000238537_st	0.39
ENSG00000238537_x_st	2.30
ENSG00000238538_st	0.76
ENSG00000238541_st	1.07
ENSG00000238541_x_st	0.38
ENSG00000238543_st	0.64
ENSG00000238543_x_st	0.99
ENSG00000238544_st	0.43
ENSG00000238544_x_st	0.47
ENSG00000238545_st	0.19
ENSG00000238545_x_st	0.88
ENSG00000238546_st	0.30
ENSG00000238547_st	0.46
ENSG00000238549_st	1.63
ENSG00000238549_x_st	1.47
ENSG00000238552_st	1.93
ENSG00000238556_x_st	1.08
ENSG00000238557_st	0.71
ENSG00000238557_x_st	1.36
ENSG00000238559_x_st	0.63
ENSG00000238563_st	1.22
ENSG00000238563_x_st	0.86
ENSG00000238564_st	0.37
ENSG00000238564_x_st	0.41
ENSG00000238565_st	0.80
ENSG00000238565_x_st	1.34
ENSG00000238566_st	0.79
ENSG00000238566_x_st	0.56
ENSG00000238567_st	0.74
ENSG00000238567_x_st	0.56
ENSG00000238568_st	0.29
ENSG00000238568_x_st	0.67
ENSG00000238569_st	0.78
ENSG00000238569_x_st	0.84
ENSG00000238570_x_st	0.76
ENSG00000238571_st	1.04
ENSG00000238571_x_st	0.47
ENSG00000238572_x_st	0.68
ENSG00000238575_st	0.32
ENSG00000238575_x_st	0.54
ENSG00000238576_x_st	1.35
ENSG00000238577_st	0.58
ENSG00000238577_x_st	0.51
ENSG00000238579_x_st	0.98
ENSG00000238581_x_st	3.54
ENSG00000238582_st	0.79
ENSG00000238582_x_st	0.64
ENSG00000238583_st	0.51
ENSG00000238583_x_st	0.24
ENSG00000238587_st	0.88
ENSG00000238587_x_st	0.75
ENSG00000238588_st	1.08
ENSG00000238591_st	0.47
ENSG00000238591_x_st	0.52
ENSG00000238592_st	0.67
ENSG00000238592_x_st	0.45
ENSG00000238594_x_st	0.99
ENSG00000238595_x_st	0.29
ENSG00000238596_x_st	0.38
ENSG00000238598_st	2.09
ENSG00000238598_x_st	1.00
ENSG00000238605_st	0.70
ENSG00000238605_x_st	0.49
ENSG00000238608_st	0.85
ENSG00000238608_x_st	1.36
ENSG00000238611_st	0.67
ENSG00000238611_x_st	1.39
ENSG00000238612_st	0.93
ENSG00000238612_x_st	0.54
ENSG00000238615_st	0.83
ENSG00000238618_x_st	0.71
ENSG00000238620_st	1.58
ENSG00000238620_x_st	0.47
ENSG00000238624_x_st	0.49
ENSG00000238625_st	1.05
ENSG00000238625_x_st	0.52
ENSG00000238626_st	0.50
ENSG00000238628_x_st	0.91
ENSG00000238629_st	3.08
ENSG00000238629_x_st	0.65
ENSG00000238630_x_st	0.38
ENSG00000238631_x_st	0.62
ENSG00000238636_x_st	0.55
ENSG00000238639_x_st	1.18
ENSG00000238642_x_st	0.58
ENSG00000238645_x_st	1.08
ENSG00000238646_st	0.60
ENSG00000238646_x_st	0.53
ENSG00000238651_st	1.02
ENSG00000238651_x_st	0.59
ENSG00000238652_st	0.50
ENSG00000238652_x_st	0.41
ENSG00000238654_st	1.83
ENSG00000238654_x_st	1.42
ENSG00000238656_x_st	0.72
ENSG00000238657_st	1.09
ENSG00000238657_x_st	0.61
ENSG00000238661_st	3.25
ENSG00000238661_x_st	1.73
ENSG00000238662_st	0.67
ENSG00000238662_x_st	0.78
ENSG00000238663_st	0.34
ENSG00000238663_x_st	0.78
ENSG00000238665_st	0.44
ENSG00000238666_st	0.18
ENSG00000238666_x_st	0.33
ENSG00000238670_st	1.28
ENSG00000238670_x_st	1.14
ENSG00000238673_st	0.64
ENSG00000238674_st	0.47
ENSG00000238676_st	1.25
ENSG00000238676_x_st	0.59
ENSG00000238679_x_st	0.47
ENSG00000238683_st	1.04
ENSG00000238683_x_st	0.34
ENSG00000238684_x_st	0.42
ENSG00000238685_st	1.73
ENSG00000238685_x_st	0.93
ENSG00000238686_st	6.70
ENSG00000238686_x_st	6.69
ENSG00000238687_st	0.65
ENSG00000238687_x_st	0.18
ENSG00000238688_st	0.65
ENSG00000238688_x_st	0.83
ENSG00000238690_st	0.49
ENSG00000238690_x_st	0.91
ENSG00000238691_st	0.86
ENSG00000238691_x_st	1.20
ENSG00000238692_st	0.73
ENSG00000238692_x_st	1.27
ENSG00000238693_st	1.51
ENSG00000238693_x_st	0.81
ENSG00000238694_x_st	0.32
ENSG00000238695_st	0.45
ENSG00000238695_x_st	0.68
ENSG00000238696_st	0.78
ENSG00000238696_x_st	0.99
ENSG00000238699_x_st	0.23
ENSG00000238701_st	1.36
ENSG00000238701_x_st	0.81
ENSG00000238702_st	1.71
ENSG00000238703_x_st	0.47
ENSG00000238707_st	0.47
ENSG00000238707_x_st	0.46
ENSG00000238708_x_st	1.47
ENSG00000238712_x_st	1.88
ENSG00000238714_st	0.75
ENSG00000238715_st	0.59
ENSG00000238715_x_st	0.62
ENSG00000238717_st	0.52
ENSG00000238718_st	0.21
ENSG00000238718_x_st	0.41
ENSG00000238722_x_st	1.04
ENSG00000238724_x_st	1.17
ENSG00000238729_st	0.50
ENSG00000238729_x_st	1.14
ENSG00000238732_x_st	0.59
ENSG00000238733_x_st	0.95
ENSG00000238734_x_st	1.60
ENSG00000238736_st	0.94
ENSG00000238736_x_st	0.33
ENSG00000238739_st	0.69
ENSG00000238739_x_st	0.76
ENSG00000238740_x_st	0.63
ENSG00000238744_st	1.17
ENSG00000238745_x_st	1.67
ENSG00000238746_x_st	0.78
ENSG00000238747_st	0.56
ENSG00000238747_x_st	0.91
ENSG00000238748_st	0.53
ENSG00000238748_x_st	0.81
ENSG00000238752_st	2.33
ENSG00000238753_x_st	0.95
ENSG00000238754_x_st	0.61
ENSG00000238756_x_st	0.56
ENSG00000238760_st	1.33
ENSG00000238760_x_st	0.68
ENSG00000238761_st	1.68
ENSG00000238761_x_st	1.07
ENSG00000238763_x_st	1.82
ENSG00000238764_x_st	1.50
ENSG00000238767_st	1.78
ENSG00000238767_x_st	1.46
ENSG00000238768_st	0.87
ENSG00000238768_x_st	1.10
ENSG00000238769_st	0.70
ENSG00000238769_x_st	0.95
ENSG00000238770_x_st	0.62
ENSG00000238771_x_st	0.28
ENSG00000238772_x_st	0.55
ENSG00000238775_x_st	0.69
ENSG00000238776_x_st	0.31
ENSG00000238779_st	1.29
ENSG00000238781_st	1.06
ENSG00000238790_st	0.78
ENSG00000238790_x_st	0.71
ENSG00000238791_x_st	0.47
ENSG00000238792_st	0.19
ENSG00000238792_x_st	0.60
ENSG00000238796_st	0.64
ENSG00000238796_x_st	1.07
ENSG00000238798_st	1.69
ENSG00000238798_x_st	2.29
ENSG00000238799_x_st	0.60
ENSG00000238800_st	1.05
ENSG00000238801_st	0.32
ENSG00000238801_x_st	0.62
ENSG00000238802_st	1.68
ENSG00000238802_x_st	0.75
ENSG00000238804_x_st	1.19
ENSG00000238805_st	0.91
ENSG00000238806_x_st	0.65
ENSG00000238807_st	2.14
ENSG00000238807_x_st	2.26
ENSG00000238809_st	0.40
ENSG00000238809_x_st	0.83
ENSG00000238811_st	0.44
ENSG00000238811_x_st	0.95
ENSG00000238815_x_st	1.20
ENSG00000238816_st	0.85
ENSG00000238816_x_st	0.88
ENSG00000238818_x_st	2.37
ENSG00000238819_st	0.86
ENSG00000238819_x_st	0.81
ENSG00000238821_x_st	1.43
ENSG00000238822_st	0.75
ENSG00000238824_st	0.94
ENSG00000238824_x_st	0.30
ENSG00000238832_st	0.87
ENSG00000238834_st	0.68
ENSG00000238834_x_st	0.95
ENSG00000238838_st	0.81
ENSG00000238838_x_st	0.88
ENSG00000238840_s_st	0.33
ENSG00000238841_x_st	1.21
ENSG00000238843_st	0.55
ENSG00000238843_x_st	0.56
ENSG00000238849_st	1.44
ENSG00000238849_x_st	1.41
ENSG00000238851_st	2.06
ENSG00000238851_x_st	0.61
ENSG00000238852_st	0.72
ENSG00000238853_st	0.52
ENSG00000238853_x_st	1.34
ENSG00000238854_st	0.91
ENSG00000238854_x_st	0.47
ENSG00000238855_x_st	0.75
ENSG00000238856_st	1.47
ENSG00000238856_x_st	1.26
ENSG00000238857_st	1.18
ENSG00000238858_st	0.47
ENSG00000238858_x_st	0.49
ENSG00000238859_st	1.34
ENSG00000238860_x_st	0.49
ENSG00000238863_x_st	0.86
ENSG00000238864_st	0.47
ENSG00000238864_x_st	1.09
ENSG00000238865_st	1.03
ENSG00000238865_x_st	0.65
ENSG00000238868_st	1.21
ENSG00000238869_st	0.29
ENSG00000238869_x_st	0.85
ENSG00000238871_st	0.78
ENSG00000238871_x_st	0.94
ENSG00000238872_st	0.71
ENSG00000238872_x_st	0.43
ENSG00000238874_st	0.59
ENSG00000238874_x_st	0.27
ENSG00000238878_st	0.85
ENSG00000238878_x_st	0.92
ENSG00000238885_x_st	0.95
ENSG00000238887_x_st	0.31
ENSG00000238888_x_st	0.94
ENSG00000238889_st	1.02
ENSG00000238889_x_st	0.51
ENSG00000238891_st	2.03
ENSG00000238891_x_st	1.09
ENSG00000238892_st	0.79
ENSG00000238893_st	1.29
ENSG00000238893_x_st	0.95
ENSG00000238895_st	0.55
ENSG00000238895_x_st	1.44
ENSG00000238896_st	0.34
ENSG00000238897_st	0.49
ENSG00000238897_x_st	0.34
ENSG00000238899_st	0.58
ENSG00000238899_x_st	0.78
ENSG00000238900_st	0.21
ENSG00000238900_x_st	0.30
ENSG00000238901_st	1.12
ENSG00000238901_x_st	0.90
ENSG00000238902_x_st	2.20
ENSG00000238905_x_st	0.83
ENSG00000238906_x_st	0.77
ENSG00000238907_x_st	0.67
ENSG00000238910_st	0.31
ENSG00000238914_st	0.59
ENSG00000238914_x_st	0.43
ENSG00000238918_x_st	3.87
ENSG00000238920_x_st	0.55
ENSG00000238922_st	0.69
ENSG00000238922_x_st	0.62
ENSG00000238925_st	0.57
ENSG00000238925_x_st	0.90
ENSG00000238929_st	1.63
ENSG00000238931_st	0.21
ENSG00000238931_x_st	0.67
ENSG00000238932_x_st	0.62
ENSG00000238934_st	1.75
ENSG00000238934_x_st	1.12
ENSG00000238935_s_st	0.48
ENSG00000238935_x_st	0.48
ENSG00000238936_x_st	0.42
ENSG00000238938_st	0.62
ENSG00000238938_x_st	1.23
ENSG00000238939_st	1.14
ENSG00000238939_x_st	1.06
ENSG00000238940_st	2.50
ENSG00000238940_x_st	1.40
ENSG00000238944_st	0.55
ENSG00000238944_x_st	0.61
ENSG00000238945_st	0.64
ENSG00000238946_st	0.37
ENSG00000238946_x_st	0.78
ENSG00000238947_st	0.91
ENSG00000238947_x_st	0.87
ENSG00000238948_st	0.58
ENSG00000238951_st	1.22
ENSG00000238951_x_st	0.52
ENSG00000238954_x_st	1.01
ENSG00000238956_s_st	1.02
ENSG00000238960_x_st	1.00
ENSG00000238963_st	0.66
ENSG00000238963_x_st	0.73
ENSG00000238966_st	0.91
ENSG00000238968_st	0.99
ENSG00000238968_x_st	0.32
ENSG00000238969_st	0.29
ENSG00000238969_x_st	0.32
ENSG00000238970_st	0.62
ENSG00000238970_x_st	0.27
ENSG00000238972_st	0.42
ENSG00000238972_x_st	0.51
ENSG00000238974_x_st	2.65
ENSG00000238975_x_st	0.20
ENSG00000238978_st	0.47
ENSG00000238979_st	0.71
ENSG00000238981_st	0.54
ENSG00000238981_x_st	0.71
ENSG00000238982_x_st	0.46
ENSG00000238983_st	1.05
ENSG00000238983_x_st	1.31
ENSG00000238984_st	0.34
ENSG00000238984_x_st	0.78
ENSG00000238985_st	0.95
ENSG00000238986_st	0.77
ENSG00000238986_x_st	1.66
ENSG00000238988_st	1.48
ENSG00000238988_x_st	0.68
ENSG00000238991_st	1.52
ENSG00000238992_st	0.46
ENSG00000238994_st	0.53
ENSG00000238995_st	0.70
ENSG00000238995_x_st	1.71
ENSG00000238996_x_st	2.60
ENSG00000238999_st	0.82
ENSG00000238999_x_st	0.53
ENSG00000239000_st	1.66
ENSG00000239000_x_st	0.61
ENSG00000239005_st	0.55
ENSG00000239005_x_st	1.28
ENSG00000239008_st	0.47
ENSG00000239008_x_st	0.52
ENSG00000239011_st	0.68
ENSG00000239011_x_st	0.64
ENSG00000239013_x_st	0.75
ENSG00000239015_st	0.97
ENSG00000239015_x_st	0.58
ENSG00000239017_st	0.55
ENSG00000239017_x_st	0.38
ENSG00000239018_st	1.89
ENSG00000239018_x_st	1.21
ENSG00000239020_st	0.47
ENSG00000239020_x_st	0.61
ENSG00000239024_st	0.76
ENSG00000239024_x_st	0.67
ENSG00000239025_st	0.57
ENSG00000239025_x_st	0.78
ENSG00000239026_st	0.45
ENSG00000239026_x_st	1.27
ENSG00000239027_x_st	0.79
ENSG00000239031_st	1.32
ENSG00000239031_x_st	0.58
ENSG00000239033_st	0.51
ENSG00000239033_x_st	0.95
ENSG00000239034_st	1.07
ENSG00000239034_x_st	0.33
ENSG00000239035_x_st	2.15
ENSG00000239037_st	0.61
ENSG00000239038_x_st	0.48
ENSG00000239041_st	1.52
ENSG00000239041_x_st	0.88
ENSG00000239044_st	0.68
ENSG00000239044_x_st	0.50
ENSG00000239045_st	1.85
ENSG00000239045_x_st	1.00
ENSG00000239046_st	0.56
ENSG00000239046_x_st	0.41
ENSG00000239049_st	0.40
ENSG00000239049_x_st	0.71
ENSG00000239052_st	0.47
ENSG00000239052_x_st	0.96
ENSG00000239054_x_st	1.01
ENSG00000239055_st	4.50
ENSG00000239055_x_st	1.25
ENSG00000239056_x_st	0.67
ENSG00000239058_st	0.61
ENSG00000239059_st	0.27
ENSG00000239059_x_st	0.74
ENSG00000239061_x_st	0.35
ENSG00000239062_st	0.60
ENSG00000239062_x_st	0.57
ENSG00000239063_st	1.21
ENSG00000239063_x_st	1.36
ENSG00000239064_x_st	0.61
ENSG00000239065_st	0.24
ENSG00000239066_st	0.42
ENSG00000239066_x_st	0.53
ENSG00000239067_x_st	0.39
ENSG00000239068_st	1.62
ENSG00000239068_x_st	1.47
ENSG00000239072_st	0.53
ENSG00000239073_st	0.69
ENSG00000239077_st	0.78
ENSG00000239077_x_st	0.30
ENSG00000239079_x_st	1.16
ENSG00000239080_st	4.39
ENSG00000239080_x_st	4.24
ENSG00000239083_s_st	0.52
ENSG00000239084_st	0.55
ENSG00000239084_x_st	0.73
ENSG00000239086_st	0.45
ENSG00000239086_x_st	0.19
ENSG00000239087_st	1.23
ENSG00000239087_x_st	0.80
ENSG00000239089_st	0.58
ENSG00000239089_x_st	0.83
ENSG00000239091_x_st	0.40
ENSG00000239093_x_st	0.51
ENSG00000239094_st	0.31
ENSG00000239094_x_st	0.30
ENSG00000239095_st	0.68
ENSG00000239095_x_st	0.43
ENSG00000239096_x_st	0.88
ENSG00000239098_st	0.53
ENSG00000239098_x_st	1.48
ENSG00000239100_x_st	2.66
ENSG00000239103_st	0.55
ENSG00000239103_x_st	0.81
ENSG00000239111_st	0.74
ENSG00000239111_x_st	1.34
ENSG00000239114_x_st	0.95
ENSG00000239116_st	0.91
ENSG00000239121_st	1.11
ENSG00000239121_x_st	1.55
ENSG00000239123_st	1.57
ENSG00000239125_st	0.67
ENSG00000239125_x_st	0.86
ENSG00000239126_x_st	3.20
ENSG00000239128_x_st	0.51
ENSG00000239129_x_st	0.48
ENSG00000239130_st	1.45
ENSG00000239130_x_st	1.98
ENSG00000239132_st	0.95
ENSG00000239132_x_st	1.98
ENSG00000239133_x_st	0.78
ENSG00000239134_st	0.61
ENSG00000239134_x_st	0.47
ENSG00000239135_st	0.67
ENSG00000239136_st	0.61
ENSG00000239136_x_st	0.48
ENSG00000239137_x_st	1.16
ENSG00000239140_st	2.50
ENSG00000239140_x_st	0.70
ENSG00000239141_st	0.74
ENSG00000239141_x_st	0.60
ENSG00000239142_st	0.42
ENSG00000239144_st	0.43
ENSG00000239144_x_st	0.63
ENSG00000239145_x_st	0.97
ENSG00000239146_st	1.30
ENSG00000239146_x_st	0.87
ENSG00000239148_s_st	1.03
ENSG00000239153_x_st	2.31
ENSG00000239154_st	6.34
ENSG00000239154_x_st	5.69
ENSG00000239155_st	1.23
ENSG00000239157_st	1.17
ENSG00000239157_x_st	0.74
ENSG00000239159_st	0.59
ENSG00000239159_x_st	0.53
ENSG00000239161_st	1.11
ENSG00000239161_x_st	0.81
ENSG00000239166_st	0.76
ENSG00000239170_st	0.38
ENSG00000239170_x_st	0.32
ENSG00000239171_st	1.42
ENSG00000239172_x_st	1.14
ENSG00000239173_s_st	0.61
ENSG00000239176_st	0.84
ENSG00000239182_st	0.59
ENSG00000239186_st	0.75
ENSG00000239186_x_st	0.32
ENSG00000239187_st	1.23
ENSG00000239188_st	1.08
ENSG00000239188_x_st	1.18
ENSG00000239191_st	0.35
ENSG00000239191_x_st	0.48
ENSG00000239193_x_st	0.53
ENSG00000239197_st	0.53
ENSG00000251699_st	0.97
ENSG00000251699_x_st	1.16
ENSG00000251700_st	0.61
ENSG00000251704_st	0.55
ENSG00000251709_x_st	0.47
ENSG00000251715_st	0.47
ENSG00000251715_x_st	0.56
ENSG00000251721_st	0.49
ENSG00000251730_st	1.49
ENSG00000251735_st	0.72
ENSG00000251735_x_st	1.92
ENSG00000251737_st	0.84
ENSG00000251740_st	0.69
ENSG00000251744_st	0.43
ENSG00000251744_x_st	0.40
ENSG00000251749_st	0.68
ENSG00000251762_st	0.40
ENSG00000251762_x_st	1.19
ENSG00000251769_st	0.63
ENSG00000251769_x_st	0.00
ENSG00000251775_st	1.14
ENSG00000251778_st	0.90
ENSG00000251778_x_st	0.35
ENSG00000251793_st	1.34
ENSG00000251795_st	1.40
ENSG00000251796_s_st	0.56
ENSG00000251800_st	0.52
ENSG00000251801_st	0.82
ENSG00000251802_s_st	0.39
ENSG00000251805_st	0.31
ENSG00000251805_x_st	0.89
ENSG00000251817_st	0.73
ENSG00000251817_x_st	0.95
ENSG00000251818_st	0.64
ENSG00000251820_s_st	0.79
ENSG00000251822_st	0.63
ENSG00000251824_st	0.69
ENSG00000251824_x_st	0.32
ENSG00000251828_st	0.63
ENSG00000251830_st	0.79
ENSG00000251833_st	0.53
ENSG00000251833_x_st	0.47
ENSG00000251836_st	0.78
ENSG00000251838_st	1.59
ENSG00000251844_st	0.35
ENSG00000251846_st	0.78
ENSG00000251847_st	0.44
ENSG00000251848_st	0.83
ENSG00000251848_x_st	1.17
ENSG00000251858_st	0.62
ENSG00000251860_st	0.58
ENSG00000251861_st	0.72
ENSG00000251861_x_st	0.63
ENSG00000251863_st	1.36
ENSG00000251866_st	0.95
ENSG00000251866_x_st	0.94
ENSG00000251878_st	0.66
ENSG00000251881_st	1.01
ENSG00000251881_x_st	0.47
ENSG00000251893_st	0.47
ENSG00000251893_x_st	0.34
ENSG00000251901_st	0.95
ENSG00000251909_st	3.15
ENSG00000251911_st	0.56
ENSG00000251918_st	0.55
ENSG00000251918_x_st	0.46
ENSG00000251922_st	0.38
ENSG00000251925_s_st	1.25
ENSG00000251926_st	0.52
ENSG00000251926_x_st	0.84
ENSG00000251930_st	0.76
ENSG00000251938_st	0.87
ENSG00000251938_x_st	0.49
ENSG00000251940_s_st	0.60
ENSG00000251940_st	2.37
ENSG00000251942_st	0.38
ENSG00000251942_x_st	0.72
ENSG00000251944_st	0.27
ENSG00000251944_x_st	0.85
ENSG00000251949_st	1.12
ENSG00000251959_st	1.62
ENSG00000251959_x_st	0.98
ENSG00000251967_st	0.63
ENSG00000251974_s_st	0.60
ENSG00000251974_st	0.49
ENSG00000251974_x_st	0.84
ENSG00000251979_st	0.81
ENSG00000251979_x_st	0.88
ENSG00000251987_st	0.46
ENSG00000251992_s_st	2.15
ENSG00000251999_s_st	0.50
ENSG00000252000_st	0.67
ENSG00000252009_st	0.43
ENSG00000252011_st	0.49
ENSG00000252014_st	0.61
ENSG00000252016_st	1.21
ENSG00000252020_s_st	1.04
ENSG00000252022_st	0.67
ENSG00000252024_s_st	0.24
ENSG00000252040_st	1.04
ENSG00000252040_x_st	0.62
ENSG00000252045_st	0.74
ENSG00000252048_st	0.27
ENSG00000252049_st	1.39
ENSG00000252050_st	0.60
ENSG00000252054_st	0.44
ENSG00000252058_st	0.79
ENSG00000252058_x_st	0.95
ENSG00000252071_st	0.67
ENSG00000252071_x_st	0.78
ENSG00000252077_st	0.64
ENSG00000252077_x_st	0.60
ENSG00000252078_st	1.14
ENSG00000252083_x_st	0.69
ENSG00000252088_st	0.41
ENSG00000252096_st	2.26
ENSG00000252102_st	1.03
ENSG00000252109_st	0.90
ENSG00000252110_st	0.16
ENSG00000252112_st	0.60
ENSG00000252114_st	0.65
ENSG00000252119_st	0.87
ENSG00000252119_x_st	1.52
ENSG00000252122_st	1.31
ENSG00000252127_st	0.30
ENSG00000252127_x_st	0.57
ENSG00000252128_st	2.95
ENSG00000252129_s_st	1.31
ENSG00000252133_x_st	0.26
ENSG00000252136_st	0.81
ENSG00000252136_x_st	0.40
ENSG00000252138_st	0.52
ENSG00000252138_x_st	0.46
ENSG00000252140_st	0.22
ENSG00000252143_s_st	0.77
ENSG00000252144_st	0.58
ENSG00000252154_st	0.71
ENSG00000252154_x_st	0.75
ENSG00000252158_st	0.78
ENSG00000252158_x_st	1.42
ENSG00000252170_st	0.52
ENSG00000252170_x_st	0.38
ENSG00000252175_st	0.61
ENSG00000252188_st	1.14
ENSG00000252189_st	0.78
ENSG00000252190_st	0.90
ENSG00000252192_st	0.91
ENSG00000252193_st	0.59
ENSG00000252193_x_st	0.78
ENSG00000252199_x_st	0.45
ENSG00000252200_st	0.68
ENSG00000252203_st	0.70
